id,text,intent,author
781,How is the weather today?,weather_query,user
782,Will it rain tomorrow?,weather_query,user
783,What is the weather like today?,weather_query,user
784,How is the weather today?,weather_query,user
785,What is the weather like today?,weather_query,user
786,What is the weather like today?,weather_query,user
787,Will the weather be good today?,weather_query,user
788,What's the forecast for today?,weather_query,user
789,How is the weather today?,weather_query,user
790,How is the weather today?,weather_query,user
791,How is the weather today?,weather_query,user
792,What's the forecast for today?,weather_query,user
793,What's the forecast for today?,weather_query,user
794,What is the weather like today?,weather_query,user
795,What is the weather like today?,weather_query,user
796,What is the weather like today?,weather_query,user
797,How is the weather today?,weather_query,user
798,Will it rain tomorrow?,weather_query,user
799,How is the weather today?,weather_query,user
800,What is the weather like today?,weather_query,user
801,How is the weather today?,weather_query,user
802,Will it rain tomorrow?,weather_query,user
803,What's the forecast for today?,weather_query,user
804,Will the weather be good today?,weather_query,user
805,Will it rain tomorrow?,weather_query,user
806,What is the weather like today?,weather_query,user
807,What is the weather like today?,weather_query,user
808,Will it rain tomorrow?,weather_query,user
809,Will the weather be good today?,weather_query,user
810,Will the weather be good today?,weather_query,user
811,How is the weather today?,weather_query,user
812,What's the forecast for today?,weather_query,user
813,What's the forecast for today?,weather_query,user
814,How is the weather today?,weather_query,user
815,What's the forecast for today?,weather_query,user
816,What is the weather like today?,weather_query,user
817,What is the weather like today?,weather_query,user
818,Will the weather be good today?,weather_query,user
819,Will it rain tomorrow?,weather_query,user
820,What's the forecast for today?,weather_query,user
821,Will the weather be good today?,weather_query,user
822,Will it rain tomorrow?,weather_query,user
823,How is the weather today?,weather_query,user
824,What is the weather like today?,weather_query,user
825,What's the forecast for today?,weather_query,user
826,How is the weather today?,weather_query,user
827,Will it rain tomorrow?,weather_query,user
828,Will it rain tomorrow?,weather_query,user
829,What is the weather like today?,weather_query,user
830,Will the weather be good today?,weather_query,user
831,How is the weather today?,weather_query,user
832,What's the forecast for today?,weather_query,user
833,What is the weather like today?,weather_query,user
834,Will it rain tomorrow?,weather_query,user
835,What is the weather like today?,weather_query,user
836,Will it rain tomorrow?,weather_query,user
837,What is the weather like today?,weather_query,user
838,Will the weather be good today?,weather_query,user
839,Will the weather be good today?,weather_query,user
840,Will the weather be good today?,weather_query,user
841,How is the weather today?,weather_query,user
842,Will the weather be good today?,weather_query,user
843,Will the weather be good today?,weather_query,user
844,Will it rain tomorrow?,weather_query,user
845,Will the weather be good today?,weather_query,user
846,What is the weather like today?,weather_query,user
847,Will it rain tomorrow?,weather_query,user
848,What's the forecast for today?,weather_query,user
849,How is the weather today?,weather_query,user
850,What is the weather like today?,weather_query,user
851,Will the weather be good today?,weather_query,user
852,Will the weather be good today?,weather_query,user
853,Will the weather be good today?,weather_query,user
854,What is the weather like today?,weather_query,user
855,What is the weather like today?,weather_query,user
856,What is the weather like today?,weather_query,user
857,Will it rain tomorrow?,weather_query,user
858,Will the weather be good today?,weather_query,user
859,How is the weather today?,weather_query,user
860,Will it rain tomorrow?,weather_query,user
861,What's the forecast for today?,weather_query,user
862,Will it rain tomorrow?,weather_query,user
863,Will the weather be good today?,weather_query,user
864,Will it rain tomorrow?,weather_query,user
865,Will the weather be good today?,weather_query,user
866,Will it rain tomorrow?,weather_query,user
867,What is the weather like today?,weather_query,user
868,Will it rain tomorrow?,weather_query,user
869,Will the weather be good today?,weather_query,user
870,Will the weather be good today?,weather_query,user
871,What's the forecast for today?,weather_query,user
872,Will it rain tomorrow?,weather_query,user
873,Will the weather be good today?,weather_query,user
874,What's the forecast for today?,weather_query,user
875,Will it rain tomorrow?,weather_query,user
876,Will the weather be good today?,weather_query,user
877,Will it rain tomorrow?,weather_query,user
878,Will it rain tomorrow?,weather_query,user
879,What is the weather like today?,weather_query,user
880,What's the forecast for today?,weather_query,user
881,Will it rain tomorrow?,weather_query,user
882,What is the weather like today?,weather_query,user
883,What's the forecast for today?,weather_query,user
884,How is the weather today?,weather_query,user
885,Will the weather be good today?,weather_query,user
886,How is the weather today?,weather_query,user
887,How is the weather today?,weather_query,user
888,What's the forecast for today?,weather_query,user
889,Will the weather be good today?,weather_query,user
890,How is the weather today?,weather_query,user
891,How is the weather today?,weather_query,user
892,Will it rain tomorrow?,weather_query,user
893,Will it rain tomorrow?,weather_query,user
894,Will it rain tomorrow?,weather_query,user
895,What is the weather like today?,weather_query,user
896,What's the forecast for today?,weather_query,user
897,Will it rain tomorrow?,weather_query,user
898,What's the forecast for today?,weather_query,user
899,Will the weather be good today?,weather_query,user
900,What is the weather like today?,weather_query,user
901,What is the weather like today?,weather_query,user
902,Will it rain tomorrow?,weather_query,user
903,Will the weather be good today?,weather_query,user
904,What's the forecast for today?,weather_query,user
905,What's the forecast for today?,weather_query,user
906,How is the weather today?,weather_query,user
907,Will the weather be good today?,weather_query,user
908,What is the weather like today?,weather_query,user
909,What's the forecast for today?,weather_query,user
910,What is the weather like today?,weather_query,user
911,How is the weather today?,weather_query,user
912,What is the weather like today?,weather_query,user
913,Will the weather be good today?,weather_query,user
914,How is the weather today?,weather_query,user
915,How is the weather today?,weather_query,user
916,What's the forecast for today?,weather_query,user
917,What is the weather like today?,weather_query,user
918,Will the weather be good today?,weather_query,user
919,Will the weather be good today?,weather_query,user
920,Will it rain tomorrow?,weather_query,user
921,Will the weather be good today?,weather_query,user
922,How is the weather today?,weather_query,user
923,What's the forecast for today?,weather_query,user
924,What's the forecast for today?,weather_query,user
925,Will it rain tomorrow?,weather_query,user
926,Will the weather be good today?,weather_query,user
927,What's the forecast for today?,weather_query,user
928,How is the weather today?,weather_query,user
929,How is the weather today?,weather_query,user
930,How is the weather today?,weather_query,user
931,How is the weather today?,weather_query,user
932,How is the weather today?,weather_query,user
933,How is the weather today?,weather_query,user
934,What is the weather like today?,weather_query,user
935,How is the weather today?,weather_query,user
936,Will it rain tomorrow?,weather_query,user
937,How is the weather today?,weather_query,user
938,Will the weather be good today?,weather_query,user
939,How is the weather today?,weather_query,user
940,Will the weather be good today?,weather_query,user
941,Will it rain tomorrow?,weather_query,user
942,Will it rain tomorrow?,weather_query,user
943,Will it rain tomorrow?,weather_query,user
944,What's the forecast for today?,weather_query,user
945,Will the weather be good today?,weather_query,user
946,Will it rain tomorrow?,weather_query,user
947,How is the weather today?,weather_query,user
948,Will the weather be good today?,weather_query,user
949,What's the forecast for today?,weather_query,user
950,What's the forecast for today?,weather_query,user
951,Will it rain tomorrow?,weather_query,user
952,How is the weather today?,weather_query,user
953,What is the weather like today?,weather_query,user
954,What's the forecast for today?,weather_query,user
955,Will it rain tomorrow?,weather_query,user
956,What's the forecast for today?,weather_query,user
957,What is the weather like today?,weather_query,user
958,Will it rain tomorrow?,weather_query,user
959,Will the weather be good today?,weather_query,user
960,Will it rain tomorrow?,weather_query,user
961,Will the weather be good today?,weather_query,user
962,Will it rain tomorrow?,weather_query,user
963,What is the weather like today?,weather_query,user
964,What is the weather like today?,weather_query,user
965,Will it rain tomorrow?,weather_query,user
966,What is the weather like today?,weather_query,user
967,Will the weather be good today?,weather_query,user
968,How is the weather today?,weather_query,user
969,Will the weather be good today?,weather_query,user
970,What's the forecast for today?,weather_query,user
971,Will the weather be good today?,weather_query,user
972,How is the weather today?,weather_query,user
973,What's the forecast for today?,weather_query,user
974,Will it rain tomorrow?,weather_query,user
975,How is the weather today?,weather_query,user
976,Will the weather be good today?,weather_query,user
977,How is the weather today?,weather_query,user
978,How is the weather today?,weather_query,user
979,Will the weather be good today?,weather_query,user
980,Will the weather be good today?,weather_query,user
981,How is the weather today?,weather_query,user
982,Will the weather be good today?,weather_query,user
983,What's the forecast for today?,weather_query,user
984,Will it rain tomorrow?,weather_query,user
985,Will the weather be good today?,weather_query,user
986,What's the forecast for today?,weather_query,user
987,Will the weather be good today?,weather_query,user
988,How is the weather today?,weather_query,user
989,How is the weather today?,weather_query,user
990,Will it rain tomorrow?,weather_query,user
991,Will it rain tomorrow?,weather_query,user
992,Will it rain tomorrow?,weather_query,user
993,What is the weather like today?,weather_query,user
994,Will the weather be good today?,weather_query,user
995,How is the weather today?,weather_query,user
996,What's the forecast for today?,weather_query,user
997,Will it rain tomorrow?,weather_query,user
998,How is the weather today?,weather_query,user
999,Will the weather be good today?,weather_query,user
1000,What's the forecast for today?,weather_query,user
1001,How is the weather today?,weather_query,user
1002,Will it rain tomorrow?,weather_query,user
1003,Will the weather be good today?,weather_query,user
1004,How is the weather today?,weather_query,user
1005,Will the weather be good today?,weather_query,user
1006,Will it rain tomorrow?,weather_query,user
1007,Will the weather be good today?,weather_query,user
1008,Will the weather be good today?,weather_query,user
1009,Will the weather be good today?,weather_query,user
1010,Will it rain tomorrow?,weather_query,user
1011,Will it rain tomorrow?,weather_query,user
1012,Will it rain tomorrow?,weather_query,user
1013,What is the weather like today?,weather_query,user
1014,Will it rain tomorrow?,weather_query,user
1015,How is the weather today?,weather_query,user
1016,What's the forecast for today?,weather_query,user
1017,How is the weather today?,weather_query,user
1018,Will it rain tomorrow?,weather_query,user
1019,Will it rain tomorrow?,weather_query,user
1020,What's the forecast for today?,weather_query,user
1021,What is the weather like today?,weather_query,user
1022,What is the weather like today?,weather_query,user
1023,What is the weather like today?,weather_query,user
1024,What's the forecast for today?,weather_query,user
1025,Will the weather be good today?,weather_query,user
1026,What is the weather like today?,weather_query,user
1027,What is the weather like today?,weather_query,user
1028,Will it rain tomorrow?,weather_query,user
1029,What's the forecast for today?,weather_query,user
1030,Will the weather be good today?,weather_query,user
1031,What's the forecast for today?,weather_query,user
1032,How is the weather today?,weather_query,user
1033,Will it rain tomorrow?,weather_query,user
1034,What's the forecast for today?,weather_query,user
1035,How is the weather today?,weather_query,user
1036,Will the weather be good today?,weather_query,user
1037,Will the weather be good today?,weather_query,user
1038,Will it rain tomorrow?,weather_query,user
1039,How is the weather today?,weather_query,user
1040,Will it rain tomorrow?,weather_query,user
1041,Will it rain tomorrow?,weather_query,user
1042,Will it rain tomorrow?,weather_query,user
1043,What's the forecast for today?,weather_query,user
1044,Will the weather be good today?,weather_query,user
1045,What is the weather like today?,weather_query,user
1046,Will it rain tomorrow?,weather_query,user
1047,What's the forecast for today?,weather_query,user
1048,What's the forecast for today?,weather_query,user
1049,What is the weather like today?,weather_query,user
1050,What's the forecast for today?,weather_query,user
1051,Will the weather be good today?,weather_query,user
1052,What's the forecast for today?,weather_query,user
1053,What is the weather like today?,weather_query,user
1054,Will it rain tomorrow?,weather_query,user
1055,What's the forecast for today?,weather_query,user
1056,Will the weather be good today?,weather_query,user
1057,How is the weather today?,weather_query,user
1058,What is the weather like today?,weather_query,user
1059,Will it rain tomorrow?,weather_query,user
1060,Will the weather be good today?,weather_query,user
1061,What is the weather like today?,weather_query,user
1062,Will the weather be good today?,weather_query,user
1063,What's the forecast for today?,weather_query,user
1064,Will the weather be good today?,weather_query,user
1065,How is the weather today?,weather_query,user
1066,What's the forecast for today?,weather_query,user
1067,What's the forecast for today?,weather_query,user
1068,What's the forecast for today?,weather_query,user
1069,How is the weather today?,weather_query,user
1070,What's the forecast for today?,weather_query,user
1071,What is the weather like today?,weather_query,user
1072,How is the weather today?,weather_query,user
1073,What's the forecast for today?,weather_query,user
1074,What is the weather like today?,weather_query,user
1075,Will it rain tomorrow?,weather_query,user
1076,What's the forecast for today?,weather_query,user
1077,What's the forecast for today?,weather_query,user
1078,How is the weather today?,weather_query,user
1079,How is the weather today?,weather_query,user
1080,What's the forecast for today?,weather_query,user
1081,What is the weather like today?,weather_query,user
1082,What is the weather like today?,weather_query,user
1083,What is the weather like today?,weather_query,user
1084,Will the weather be good today?,weather_query,user
1085,How is the weather today?,weather_query,user
1086,What's the forecast for today?,weather_query,user
1087,What is the weather like today?,weather_query,user
1088,What's the forecast for today?,weather_query,user
1089,What is the weather like today?,weather_query,user
1090,Will the weather be good today?,weather_query,user
1091,Will it rain tomorrow?,weather_query,user
1092,Will the weather be good today?,weather_query,user
1093,Will it rain tomorrow?,weather_query,user
1094,How is the weather today?,weather_query,user
1095,What is the weather like today?,weather_query,user
1096,Will it rain tomorrow?,weather_query,user
1097,How is the weather today?,weather_query,user
1098,Will the weather be good today?,weather_query,user
1099,How is the weather today?,weather_query,user
1100,How is the weather today?,weather_query,user
1101,How is the weather today?,weather_query,user
1102,What is the weather like today?,weather_query,user
1103,Will the weather be good today?,weather_query,user
1104,Will the weather be good today?,weather_query,user
1105,What's the forecast for today?,weather_query,user
1106,How is the weather today?,weather_query,user
1107,Will the weather be good today?,weather_query,user
1108,How is the weather today?,weather_query,user
1109,Will it rain tomorrow?,weather_query,user
1110,Will it rain tomorrow?,weather_query,user
1111,Will the weather be good today?,weather_query,user
1112,Will it rain tomorrow?,weather_query,user
1113,Will it rain tomorrow?,weather_query,user
1114,Will the weather be good today?,weather_query,user
1115,Will the weather be good today?,weather_query,user
1116,Will it rain tomorrow?,weather_query,user
1117,Will it rain tomorrow?,weather_query,user
1118,What is the weather like today?,weather_query,user
1119,What's the forecast for today?,weather_query,user
1120,How is the weather today?,weather_query,user
1121,How is the weather today?,weather_query,user
1122,What is the weather like today?,weather_query,user
1123,Will it rain tomorrow?,weather_query,user
1124,What's the forecast for today?,weather_query,user
1125,Will it rain tomorrow?,weather_query,user
1126,Will the weather be good today?,weather_query,user
1127,Will it rain tomorrow?,weather_query,user
1128,What's the forecast for today?,weather_query,user
1129,What's the forecast for today?,weather_query,user
1130,Will the weather be good today?,weather_query,user
1131,What is the weather like today?,weather_query,user
1132,How is the weather today?,weather_query,user
1133,Will the weather be good today?,weather_query,user
1134,How is the weather today?,weather_query,user
1135,What is the weather like today?,weather_query,user
1136,Will it rain tomorrow?,weather_query,user
1137,Will it rain tomorrow?,weather_query,user
1138,What is the weather like today?,weather_query,user
1139,Will it rain tomorrow?,weather_query,user
1140,Will it rain tomorrow?,weather_query,user
1141,Will the weather be good today?,weather_query,user
1142,How is the weather today?,weather_query,user
1143,How is the weather today?,weather_query,user
1144,Will it rain tomorrow?,weather_query,user
1145,How is the weather today?,weather_query,user
1146,What's the forecast for today?,weather_query,user
1147,What is the weather like today?,weather_query,user
1148,What is the weather like today?,weather_query,user
1149,Will the weather be good today?,weather_query,user
1150,Will it rain tomorrow?,weather_query,user
1151,Will the weather be good today?,weather_query,user
1152,How is the weather today?,weather_query,user
1153,What's the forecast for today?,weather_query,user
1154,What is the weather like today?,weather_query,user
1155,How is the weather today?,weather_query,user
1156,What is the weather like today?,weather_query,user
1157,What's the forecast for today?,weather_query,user
1158,What's the forecast for today?,weather_query,user
1159,What is the weather like today?,weather_query,user
1160,How is the weather today?,weather_query,user
1161,What's the forecast for today?,weather_query,user
1162,Will it rain tomorrow?,weather_query,user
1163,How is the weather today?,weather_query,user
1164,What is the weather like today?,weather_query,user
1165,How is the weather today?,weather_query,user
1166,How is the weather today?,weather_query,user
1167,What's the forecast for today?,weather_query,user
1168,How is the weather today?,weather_query,user
1169,What is the weather like today?,weather_query,user
1170,What's the forecast for today?,weather_query,user
1171,How is the weather today?,weather_query,user
1172,What's the forecast for today?,weather_query,user
1173,Will it rain tomorrow?,weather_query,user
1174,What's the forecast for today?,weather_query,user
1175,What is the weather like today?,weather_query,user
1176,How is the weather today?,weather_query,user
1177,What's the forecast for today?,weather_query,user
1178,How is the weather today?,weather_query,user
1179,What's the forecast for today?,weather_query,user
1180,How is the weather today?,weather_query,user
1181,What is the weather like today?,weather_query,user
1182,What is the weather like today?,weather_query,user
1183,How is the weather today?,weather_query,user
1184,What is the weather like today?,weather_query,user
1185,What is the weather like today?,weather_query,user
1186,What's the forecast for today?,weather_query,user
1187,What's the forecast for today?,weather_query,user
1188,What is the weather like today?,weather_query,user
1189,Will the weather be good today?,weather_query,user
1190,How is the weather today?,weather_query,user
1191,What's the forecast for today?,weather_query,user
1192,Will it rain tomorrow?,weather_query,user
1193,What is the weather like today?,weather_query,user
1194,What's the forecast for today?,weather_query,user
1195,How is the weather today?,weather_query,user
1196,What is the weather like today?,weather_query,user
1197,What is the weather like today?,weather_query,user
1198,What's the forecast for today?,weather_query,user
1199,What is the weather like today?,weather_query,user
1200,Will it rain tomorrow?,weather_query,user
1201,Will it rain tomorrow?,weather_query,user
1202,What's the forecast for today?,weather_query,user
1203,Will it rain tomorrow?,weather_query,user
1204,How is the weather today?,weather_query,user
1205,What's the forecast for today?,weather_query,user
1206,How is the weather today?,weather_query,user
1207,Will it rain tomorrow?,weather_query,user
1208,Will the weather be good today?,weather_query,user
1209,Will the weather be good today?,weather_query,user
1210,What's the forecast for today?,weather_query,user
1211,What's the forecast for today?,weather_query,user
1212,How is the weather today?,weather_query,user
1213,What is the weather like today?,weather_query,user
1214,How is the weather today?,weather_query,user
1215,Will the weather be good today?,weather_query,user
1216,Will it rain tomorrow?,weather_query,user
1217,How is the weather today?,weather_query,user
1218,What is the weather like today?,weather_query,user
1219,Will it rain tomorrow?,weather_query,user
1220,What's the forecast for today?,weather_query,user
1221,Will the weather be good today?,weather_query,user
1222,Will the weather be good today?,weather_query,user
1223,How is the weather today?,weather_query,user
1224,What is the weather like today?,weather_query,user
1225,What's the forecast for today?,weather_query,user
1226,Will it rain tomorrow?,weather_query,user
1227,What's the forecast for today?,weather_query,user
1228,Will it rain tomorrow?,weather_query,user
1229,Will it rain tomorrow?,weather_query,user
1230,Will it rain tomorrow?,weather_query,user
1231,Will the weather be good today?,weather_query,user
1232,What is the weather like today?,weather_query,user
1233,Will the weather be good today?,weather_query,user
1234,Will the weather be good today?,weather_query,user
1235,What's the forecast for today?,weather_query,user
1236,What's the forecast for today?,weather_query,user
1237,Will the weather be good today?,weather_query,user
1238,Will it rain tomorrow?,weather_query,user
1239,What's the forecast for today?,weather_query,user
1240,What's the forecast for today?,weather_query,user
1241,Will the weather be good today?,weather_query,user
1242,Will the weather be good today?,weather_query,user
1243,How is the weather today?,weather_query,user
1244,Will it rain tomorrow?,weather_query,user
1245,How is the weather today?,weather_query,user
1246,Will the weather be good today?,weather_query,user
1247,What is the weather like today?,weather_query,user
1248,Will the weather be good today?,weather_query,user
1249,Will it rain tomorrow?,weather_query,user
1250,How is the weather today?,weather_query,user
1251,Will the weather be good today?,weather_query,user
1252,What is the weather like today?,weather_query,user
1253,Will the weather be good today?,weather_query,user
1254,How is the weather today?,weather_query,user
1255,What's the forecast for today?,weather_query,user
1256,How is the weather today?,weather_query,user
1257,Will the weather be good today?,weather_query,user
1258,Will it rain tomorrow?,weather_query,user
1259,What is the weather like today?,weather_query,user
1260,Will the weather be good today?,weather_query,user
1261,Will it rain tomorrow?,weather_query,user
1262,Will it rain tomorrow?,weather_query,user
1263,What's the forecast for today?,weather_query,user
1264,Will it rain tomorrow?,weather_query,user
1265,What's the forecast for today?,weather_query,user
1266,What is the weather like today?,weather_query,user
1267,Will it rain tomorrow?,weather_query,user
1268,Will it rain tomorrow?,weather_query,user
1269,What's the forecast for today?,weather_query,user
1270,What is the weather like today?,weather_query,user
1271,What is the weather like today?,weather_query,user
1272,How is the weather today?,weather_query,user
1273,Will it rain tomorrow?,weather_query,user
1274,What's the forecast for today?,weather_query,user
1275,Will it rain tomorrow?,weather_query,user
1276,Will the weather be good today?,weather_query,user
1277,Will it rain tomorrow?,weather_query,user
1278,What is the weather like today?,weather_query,user
1279,What's the forecast for today?,weather_query,user
1280,How is the weather today?,weather_query,user
1281,Will it rain tomorrow?,weather_query,user
1282,What's the forecast for today?,weather_query,user
1283,How is the weather today?,weather_query,user
1284,Will it rain tomorrow?,weather_query,user
1285,Will the weather be good today?,weather_query,user
1286,What's the forecast for today?,weather_query,user
1287,What is the weather like today?,weather_query,user
1288,Will it rain tomorrow?,weather_query,user
1289,What is the weather like today?,weather_query,user
1290,What is the weather like today?,weather_query,user
1291,Will it rain tomorrow?,weather_query,user
1292,What's the forecast for today?,weather_query,user
1293,What is the weather like today?,weather_query,user
1294,What's the forecast for today?,weather_query,user
1295,How is the weather today?,weather_query,user
1296,How is the weather today?,weather_query,user
1297,Will it rain tomorrow?,weather_query,user
1298,What's the forecast for today?,weather_query,user
1299,What is the weather like today?,weather_query,user
1300,What's the forecast for today?,weather_query,user
1301,What is the weather like today?,weather_query,user
1302,How is the weather today?,weather_query,user
1303,Will the weather be good today?,weather_query,user
1304,How is the weather today?,weather_query,user
1305,Will the weather be good today?,weather_query,user
1306,What's the forecast for today?,weather_query,user
1307,How is the weather today?,weather_query,user
1308,What is the weather like today?,weather_query,user
1309,What's the forecast for today?,weather_query,user
1310,Will it rain tomorrow?,weather_query,user
1311,What is the weather like today?,weather_query,user
1312,Will it rain tomorrow?,weather_query,user
1313,Will the weather be good today?,weather_query,user
1314,What is the weather like today?,weather_query,user
1315,Will it rain tomorrow?,weather_query,user
1316,What is the weather like today?,weather_query,user
1317,Will it rain tomorrow?,weather_query,user
1318,What is the weather like today?,weather_query,user
1319,How is the weather today?,weather_query,user
1320,What is the weather like today?,weather_query,user
1321,Will it rain tomorrow?,weather_query,user
1322,What is the weather like today?,weather_query,user
1323,What's the forecast for today?,weather_query,user
1324,How is the weather today?,weather_query,user
1325,What is the weather like today?,weather_query,user
1326,What is the weather like today?,weather_query,user
1327,What is the weather like today?,weather_query,user
1328,What's the forecast for today?,weather_query,user
1329,Will it rain tomorrow?,weather_query,user
1330,What's the forecast for today?,weather_query,user
1331,Will it rain tomorrow?,weather_query,user
1332,How is the weather today?,weather_query,user
1333,What is the weather like today?,weather_query,user
1334,What is the weather like today?,weather_query,user
1335,What's the forecast for today?,weather_query,user
1336,What is the weather like today?,weather_query,user
1337,Will it rain tomorrow?,weather_query,user
1338,Will it rain tomorrow?,weather_query,user
1339,What is the weather like today?,weather_query,user
1340,What is the weather like today?,weather_query,user
1341,Will the weather be good today?,weather_query,user
1342,What's the forecast for today?,weather_query,user
1343,What is the weather like today?,weather_query,user
1344,What's the forecast for today?,weather_query,user
1345,Will it rain tomorrow?,weather_query,user
1346,How is the weather today?,weather_query,user
1347,What's the forecast for today?,weather_query,user
1348,How is the weather today?,weather_query,user
1349,What's the forecast for today?,weather_query,user
1350,Will the weather be good today?,weather_query,user
1351,What's the forecast for today?,weather_query,user
1352,What is the weather like today?,weather_query,user
1353,What is the weather like today?,weather_query,user
1354,What is the weather like today?,weather_query,user
1355,Will the weather be good today?,weather_query,user
1356,What's the forecast for today?,weather_query,user
1357,Will the weather be good today?,weather_query,user
1358,Will it rain tomorrow?,weather_query,user
1359,Will the weather be good today?,weather_query,user
1360,How is the weather today?,weather_query,user
1361,How is the weather today?,weather_query,user
1362,What is the weather like today?,weather_query,user
1363,How is the weather today?,weather_query,user
1364,What's the forecast for today?,weather_query,user
1365,Will it rain tomorrow?,weather_query,user
1366,What is the weather like today?,weather_query,user
1367,Will the weather be good today?,weather_query,user
1368,What's the forecast for today?,weather_query,user
1369,How is the weather today?,weather_query,user
1370,How is the weather today?,weather_query,user
1371,Will the weather be good today?,weather_query,user
1372,Will it rain tomorrow?,weather_query,user
1373,Will it rain tomorrow?,weather_query,user
1374,Will the weather be good today?,weather_query,user
1375,What is the weather like today?,weather_query,user
1376,What is the weather like today?,weather_query,user
1377,Will it rain tomorrow?,weather_query,user
1378,Will the weather be good today?,weather_query,user
1379,Will the weather be good today?,weather_query,user
1380,Will it rain tomorrow?,weather_query,user
1381,Will it rain tomorrow?,weather_query,user
1382,How is the weather today?,weather_query,user
1383,How is the weather today?,weather_query,user
1384,Will it rain tomorrow?,weather_query,user
1385,Will the weather be good today?,weather_query,user
1386,Will the weather be good today?,weather_query,user
1387,What's the forecast for today?,weather_query,user
1388,What's the forecast for today?,weather_query,user
1389,Will it rain tomorrow?,weather_query,user
1390,Will it rain tomorrow?,weather_query,user
1391,How is the weather today?,weather_query,user
1392,Will the weather be good today?,weather_query,user
1393,Will it rain tomorrow?,weather_query,user
1394,Will the weather be good today?,weather_query,user
1395,What is the weather like today?,weather_query,user
1396,What is the weather like today?,weather_query,user
1397,Will the weather be good today?,weather_query,user
1398,What is the weather like today?,weather_query,user
1399,Will the weather be good today?,weather_query,user
1400,What is the weather like today?,weather_query,user
1401,What's the forecast for today?,weather_query,user
1402,What is the weather like today?,weather_query,user
1403,Will it rain tomorrow?,weather_query,user
1404,What's the forecast for today?,weather_query,user
1405,What is the weather like today?,weather_query,user
1406,Will the weather be good today?,weather_query,user
1407,What is the weather like today?,weather_query,user
1408,Will the weather be good today?,weather_query,user
1409,What's the forecast for today?,weather_query,user
1410,What's the forecast for today?,weather_query,user
1411,What is the weather like today?,weather_query,user
1412,Will it rain tomorrow?,weather_query,user
1413,What's the forecast for today?,weather_query,user
1414,How is the weather today?,weather_query,user
1415,Will the weather be good today?,weather_query,user
1416,How is the weather today?,weather_query,user
1417,What is the weather like today?,weather_query,user
1418,What is the weather like today?,weather_query,user
1419,What is the weather like today?,weather_query,user
1420,What is the weather like today?,weather_query,user
1421,Will it rain tomorrow?,weather_query,user
1422,What is the weather like today?,weather_query,user
1423,What is the weather like today?,weather_query,user
1424,What's the forecast for today?,weather_query,user
1425,What's the forecast for today?,weather_query,user
1426,Will it rain tomorrow?,weather_query,user
1427,How is the weather today?,weather_query,user
1428,What is the weather like today?,weather_query,user
1429,Will the weather be good today?,weather_query,user
1430,Will it rain tomorrow?,weather_query,user
1431,What is the weather like today?,weather_query,user
1432,Will it rain tomorrow?,weather_query,user
1433,What is the weather like today?,weather_query,user
1434,How is the weather today?,weather_query,user
1435,What is the weather like today?,weather_query,user
1436,What's the forecast for today?,weather_query,user
1437,Will the weather be good today?,weather_query,user
1438,What's the forecast for today?,weather_query,user
1439,How is the weather today?,weather_query,user
1440,What's the forecast for today?,weather_query,user
1441,Will it rain tomorrow?,weather_query,user
1442,How is the weather today?,weather_query,user
1443,Will it rain tomorrow?,weather_query,user
1444,Will it rain tomorrow?,weather_query,user
1445,How is the weather today?,weather_query,user
1446,What is the weather like today?,weather_query,user
1447,Will the weather be good today?,weather_query,user
1448,What is the weather like today?,weather_query,user
1449,What is the weather like today?,weather_query,user
1450,How is the weather today?,weather_query,user
1451,What is the weather like today?,weather_query,user
1452,How is the weather today?,weather_query,user
1453,How is the weather today?,weather_query,user
1454,How is the weather today?,weather_query,user
1455,Will it rain tomorrow?,weather_query,user
1456,Will the weather be good today?,weather_query,user
1457,Will the weather be good today?,weather_query,user
1458,Will the weather be good today?,weather_query,user
1459,Will the weather be good today?,weather_query,user
1460,Will the weather be good today?,weather_query,user
1461,What is the weather like today?,weather_query,user
1462,What's the forecast for today?,weather_query,user
1463,Will it rain tomorrow?,weather_query,user
1464,How is the weather today?,weather_query,user
1465,What's the forecast for today?,weather_query,user
1466,How is the weather today?,weather_query,user
1467,How is the weather today?,weather_query,user
1468,What's the forecast for today?,weather_query,user
1469,How is the weather today?,weather_query,user
1470,Will it rain tomorrow?,weather_query,user
1471,What's the forecast for today?,weather_query,user
1472,How is the weather today?,weather_query,user
1473,What is the weather like today?,weather_query,user
1474,What is the weather like today?,weather_query,user
1475,What is the weather like today?,weather_query,user
1476,Will it rain tomorrow?,weather_query,user
1477,Will it rain tomorrow?,weather_query,user
1478,Will the weather be good today?,weather_query,user
1479,What is the weather like today?,weather_query,user
1480,What is the weather like today?,weather_query,user
1481,What's the forecast for today?,weather_query,user
1482,Will it rain tomorrow?,weather_query,user
1483,Will the weather be good today?,weather_query,user
1484,How is the weather today?,weather_query,user
1485,What's the forecast for today?,weather_query,user
1486,Will the weather be good today?,weather_query,user
1487,How is the weather today?,weather_query,user
1488,Will it rain tomorrow?,weather_query,user
1489,What is the weather like today?,weather_query,user
1490,How is the weather today?,weather_query,user
1491,How is the weather today?,weather_query,user
1492,Will it rain tomorrow?,weather_query,user
1493,What is the weather like today?,weather_query,user
1494,What is the weather like today?,weather_query,user
1495,Will the weather be good today?,weather_query,user
1496,Will it rain tomorrow?,weather_query,user
